Regional Team Code,Regional Team Name,Provider Code,Provider Name,Type of Hospital,Month,Year, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks 
Y61,East of England Commissioning Region,RGP,James Paget University Hospitals NHS Foundation Trust,NHS,November,2023,"1,468",94,1,6.4%
Y61,East of England Commissioning Region,RAJ,Mid and South Essex NHS Foundation Trust,NHS,November,2023,"5,979",483,44,8.1%
Y61,East of England Commissioning Region,RD8,Milton Keynes University Hospital NHS Foundation Trust,NHS,November,2023,"1,027",185,12,18.0%
Y61,East of England Commissioning Region,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,NHS,November,2023,"3,947","1,272",103,32.2%
Y61,East of England Commissioning Region,RGN,North West Anglia NHS Foundation Trust,NHS,November,2023,"2,040",199,73,9.8%
Y61,East of England Commissioning Region,NT204,"Nuffield Health, Brentwood Hospital",Private,November,2023,18,0,0,0.0%
Y61,East of England Commissioning Region,NT209,"Nuffield Health, Cambridge Hospital",Private,November,2023,4,0,0,0.0%
Y61,East of England Commissioning Region,NVC13,Oaks Hospital,Private,November,2023,10,0,0,0.0%
Y61,East of England Commissioning Region,NVC15,Pinehill Hospital,Private,November,2023,2,0,0,0.0%
Y61,East of England Commissioning Region,NVC19,Rivers Hospital,Private,November,2023,66,0,0,0.0%
Y61,East of England Commissioning Region,RGM,Royal Papworth Hospital NHS Foundation Trust,NHS,November,2023,223,74,9,33.2%
Y61,East of England Commissioning Region,NT434,Saxon Clinic,Private,November,2023,9,0,0,0.0%
Y61,East of England Commissioning Region,NT315,Spire Bushey Hospital,Private,November,2023,34,1,0,2.9%
Y61,East of England Commissioning Region,NT317,Spire Cambridge Lea Hospital,Private,November,2023,28,1,0,3.6%
Y61,East of England Commissioning Region,NT316,Spire Harpenden Hospital,Private,November,2023,54,0,0,0.0%
Y61,East of England Commissioning Region,NT319,Spire Hartswood Hospital,Private,November,2023,58,6,0,10.3%
Y61,East of England Commissioning Region,NT313,Spire Wellesley Hospital,Private,November,2023,148,8,1,5.4%
Y61,East of England Commissioning Region,NVC18,Springfield Hospital,Private,November,2023,8,0,0,0.0%
Y61,East of England Commissioning Region,RQW,The Princess Alexandra Hospital NHS Trust,NHS,November,2023,"1,528",182,0,11.9%
Y61,East of England Commissioning Region,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",NHS,November,2023,875,22,4,2.5%
Y61,East of England Commissioning Region,RWG,West Hertfordshire Teaching Hospitals NHS Trust,NHS,November,2023,"1,845",20,0,1.1%
Y61,East of England Commissioning Region,RGR,West Suffolk NHS Foundation Trust,NHS,November,2023,"1,636",865,289,52.9%
Y62,North West Commissioning Region,RBS,Alder Hey Children's NHS Foundation Trust,NHS,November,2023,155,0,0,0.0%
Y62,North West Commissioning Region,NT401,Alexandra Hospital,Private,November,2023,1,0,0,0.0%
Y62,North West Commissioning Region,NRP,Beacon Medical Services Group Limited,Private,November,2023,40,0,0,0.0%
Y62,North West Commissioning Region,NT403,Beardwood Hospital,Private,November,2023,93,1,1,1.1%
Y62,North West Commissioning Region,NT404,Beaumont Hospital,Private,November,2023,12,1,0,8.3%
Y62,North West Commissioning Region,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,NHS,November,2023,389,14,4,3.6%
Y62,North West Commissioning Region,RMC,Bolton NHS Foundation Trust,NHS,November,2023,254,6,0,2.4%
Y62,North West Commissioning Region,A4M8P,Buckshaw Hospital,Private,November,2023,142,19,2,13.4%
Y62,North West Commissioning Region,RJR,Countess of Chester Hospital NHS Foundation Trust,NHS,November,2023,708,9,0,1.3%
Y62,North West Commissioning Region,NEM,Diagnostic Healthcare Ltd,Private,November,2023,220,0,0,0.0%
Y62,North West Commissioning Region,RJN,East Cheshire NHS Trust,NHS,November,2023,"1,752","1,041",416,59.4%
Y62,North West Commissioning Region,RXR,East Lancashire Hospitals NHS Trust,NHS,November,2023,"1,361",0,0,0.0%
Y62,North West Commissioning Region,NVG01,Fairfield Hospital,Private,November,2023,40,0,0,0.0%
Y62,North West Commissioning Region,NVC07,Fulwood Hall Hospital,Private,November,2023,1,0,0,0.0%
Y62,North West Commissioning Region,NT420,Highfield Hospital,Private,November,2023,46,0,0,0.0%
Y62,North West Commissioning Region,RW5,Lancashire & South Cumbria NHS Foundation Trust,NHS,November,2023,202,1,0,0.5%
Y62,North West Commissioning Region,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,NHS,November,2023,"2,343",569,19,24.3%
Y62,North West Commissioning Region,NT449,Lancaster Hospital,Private,November,2023,0,0,0,0.0%
Y62,North West Commissioning Region,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,NHS,November,2023,368,94,16,25.5%
Y62,North West Commissioning Region,REM,Liverpool University Hospitals NHS Foundation Trust,NHS,November,2023,"1,954",107,1,5.5%
Y62,North West Commissioning Region,NN5,Manchester Surgical Services Ltd,Private,November,2023,192,91,38,47.4%
Y62,North West Commissioning Region,R0A,Manchester University NHS Foundation Trust,NHS,November,2023,"7,470","2,742","1,516",36.7%
Y62,North West Commissioning Region,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,NHS,November,2023,"2,028",15,0,0.7%
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,NHS,November,2023,"1,964",519,4,26.4%
Y62,North West Commissioning Region,RM3,Northern Care Alliance NHS Foundation Trust,NHS,November,2023,"5,590",99,17,1.8%
Y62,North West Commissioning Region,NT210,"Nuffield Health, The Grosvenor Hospital, Chester",Private,November,2023,24,4,0,16.7%
Y62,North West Commissioning Region,NVC12,Oaklands Hospital,Private,November,2023,35,32,1,91.4%
Y62,North West Commissioning Region,DXV,Omnes Healthcare Ltd,Private,November,2023,96,60,23,62.5%
Y62,North West Commissioning Region,NVC16,Renacres Hospital,Private,November,2023,147,3,0,2.0%
Y62,North West Commissioning Region,NT324,Spire Cheshire Hospital,Private,November,2023,44,0,0,0.0%
Y62,North West Commissioning Region,NT347,Spire Fylde Coast Hospital,Private,November,2023,57,5,0,8.8%
Y62,North West Commissioning Region,NT337,Spire Liverpool Hospital,Private,November,2023,168,1,0,0.6%
Y62,North West Commissioning Region,NT327,Spire Manchester Hospital,Private,November,2023,41,2,0,4.9%
Y62,North West Commissioning Region,NT325,Spire Murrayfield Hospital,Private,November,2023,17,0,0,0.0%
Y62,North West Commissioning Region,NT339,Spire Regency Hospital,Private,November,2023,69,1,1,1.4%
Y62,North West Commissioning Region,RWJ,Stockport NHS Foundation Trust,NHS,November,2023,"1,164",0,0,0.0%
Y62,North West Commissioning Region,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,NHS,November,2023,"1,557",437,0,28.1%
Y62,North West Commissioning Region,RBV,The Christie NHS Foundation Trust,NHS,November,2023,227,2,0,0.9%
Y62,North West Commissioning Region,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,NHS,November,2023,3,0,0,0.0%
Y62,North West Commissioning Region,RET,The Walton Centre NHS Foundation Trust,NHS,November,2023,890,5,1,0.6%
Y62,North West Commissioning Region,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,NHS,November,2023,"1,264",11,1,0.9%
Y62,North West Commissioning Region,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,NHS,November,2023,"2,158",6,0,0.3%
Y62,North West Commissioning Region,RBL,Wirral University Teaching Hospital NHS Foundation Trust,NHS,November,2023,949,2,0,0.2%
Y62,North West Commissioning Region,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",NHS,November,2023,"2,836",642,0,22.6%
Y63,North East and Yorkshire Commissioning Region,RCF,Airedale NHS Foundation Trust,NHS,November,2023,748,27,0,3.6%
Y63,North East and Yorkshire Commissioning Region,RFF,Barnsley Hospital NHS Foundation Trust,NHS,November,2023,451,6,0,1.3%
Y63,North East and Yorkshire Commissioning Region,RAE,Bradford Teaching Hospitals NHS Foundation Trust,NHS,November,2023,"1,668",430,20,25.8%
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS,November,2023,898,5,0,0.6%
Y63,North East and Yorkshire Commissioning Region,NVC28,Clifton Park Hospital,Private,November,2023,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RXP,County Durham and Darlington NHS Foundation Trust,NHS,November,2023,"4,446","1,208",0,27.2%
Y63,North East and Yorkshire Commissioning Region,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,NHS,November,2023,"1,530",120,27,7.8%
Y63,North East and Yorkshire Commissioning Region,NT447,Duchy Hospital,Private,November,2023,12,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RR7,Gateshead Health NHS Foundation Trust,NHS,November,2023,557,4,0,0.7%
Y63,North East and Yorkshire Commissioning Region,RCD,Harrogate and District NHS Foundation Trust,NHS,November,2023,778,163,5,21.0%
Y63,North East and Yorkshire Commissioning Region,NT448,Huddersfield Hospital,Private,November,2023,12,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RWA,Hull University Teaching Hospitals NHS Trust,NHS,November,2023,"1,615",5,0,0.3%
Y63,North East and Yorkshire Commissioning Region,RR8,Leeds Teaching Hospitals NHS Trust,NHS,November,2023,"2,737",99,31,3.6%
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,NHS,November,2023,"2,201",3,0,0.1%
Y63,North East and Yorkshire Commissioning Region,RNN,North Cumbria Integrated Care NHS Foundation Trust,NHS,November,2023,"3,322","1,101",193,33.1%
Y63,North East and Yorkshire Commissioning Region,RVW,North Tees and Hartlepool NHS Foundation Trust,NHS,November,2023,"1,705",249,109,14.6%
Y63,North East and Yorkshire Commissioning Region,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,NHS,November,2023,"5,400","1,835",349,34.0%
Y63,North East and Yorkshire Commissioning Region,RTF,Northumbria Healthcare NHS Foundation Trust,NHS,November,2023,"2,630",87,0,3.3%
Y63,North East and Yorkshire Commissioning Region,NT225,"Nuffield Health, Leeds Hospital",Private,November,2023,21,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",Private,November,2023,7,1,0,14.3%
Y63,North East and Yorkshire Commissioning Region,NT237,"Nuffield Health, Tees Hospital",Private,November,2023,22,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT245,"Nuffield Health, York Hospital",Private,November,2023,20,7,1,35.0%
Y63,North East and Yorkshire Commissioning Region,NEY,Pioneer Healthcare Limited,Private,November,2023,253,104,15,41.1%
Y63,North East and Yorkshire Commissioning Region,RCU,Sheffield Children's NHS Foundation Trust,NHS,November,2023,286,125,49,43.7%
Y63,North East and Yorkshire Commissioning Region,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,NHS,November,2023,"3,012",204,1,6.8%
Y63,North East and Yorkshire Commissioning Region,RTR,South Tees Hospitals NHS Foundation Trust,NHS,November,2023,"3,203",617,75,19.3%
Y63,North East and Yorkshire Commissioning Region,R0B,South Tyneside and Sunderland NHS Foundation Trust,NHS,November,2023,"1,449",329,72,22.7%
Y63,North East and Yorkshire Commissioning Region,NT348,Spire Elland Hospital,Private,November,2023,27,2,0,7.4%
Y63,North East and Yorkshire Commissioning Region,NT351,Spire Hull and East Riding Hospital,Private,November,2023,340,183,17,53.8%
Y63,North East and Yorkshire Commissioning Region,NT332,Spire Leeds Hospital,Private,November,2023,29,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT350,Spire Methley Park Hospital,Private,November,2023,28,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT333,Spire Washington Hospital,Private,November,2023,60,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NVC0R,Tees Valley Hospital,Private,November,2023,8,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NID,The Living Care Group,Private,November,2023,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NHS,November,2023,"5,601","1,859",325,33.2%
Y63,North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,NHS,November,2023,754,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NVC20,The Yorkshire Clinic,Private,November,2023,7,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT440,Thornbury Hospital,Private,November,2023,36,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NN4,Tyneside Surgical Services Ltd,Private,November,2023,20,5,0,25.0%
Y63,North East and Yorkshire Commissioning Region,NT457,Woodlands Hospital,Private,November,2023,11,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,NHS,November,,"2,218",659,322,29.7%
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",NHS,October,2023,"3,437",160,19,4.7%
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,NHS,October,2023,"4,560","1,092",304,23.9%
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,Private,October,2023,12,0,0,0.0%
Y56,London Commissioning Region,NT406,Blackheath Hospital,Private,October,2023,34,1,0,2.9%
Y56,London Commissioning Region,NT451,Cavell Hospital,Private,October,2023,2,0,0,0.0%
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,NHS,October,2023,"1,884",6,0,0.3%
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,Private,October,2023,27,0,0,0.0%
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,Private,October,2023,14,0,0,0.0%
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,NHS,October,2023,"1,066",1,1,0.1%
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,NHS,October,2023,542,12,2,2.2%
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,NHS,October,2023,616,121,23,19.6%
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,NHS,October,2023,"8,329","4,362","1,887",52.4%
Y56,London Commissioning Region,NT416,Hendon Hospital,Private,October,2023,10,1,0,10.0%
Y56,London Commissioning Region,RQX,Homerton Healthcare NHS Foundation Trust,NHS,October,2023,"2,168",253,0,11.7%
Y56,London Commissioning Region,RYJ,Imperial College Healthcare NHS Trust,NHS,October,2023,"2,490",93,20,3.7%
Y56,London Commissioning Region,RJZ,King's College Hospital NHS Foundation Trust,NHS,October,2023,"2,420",530,105,21.9%
Y56,London Commissioning Region,NT421,Kings Oak Hospital,Private,October,2023,8,0,0,0.0%
Y56,London Commissioning Region,RAX,Kingston Hospital NHS Foundation Trust,NHS,October,2023,988,7,0,0.7%
Y56,London Commissioning Region,RJ2,Lewisham and Greenwich NHS Trust,NHS,October,2023,"1,428",3,0,0.2%
Y56,London Commissioning Region,NT422,London Independent Hospital,Private,October,2023,142,10,3,7.0%
Y56,London Commissioning Region,R1K,London North West University Healthcare NHS Trust,NHS,October,2023,"1,981",63,33,3.2%
Y56,London Commissioning Region,RP6,Moorfields Eye Hospital NHS Foundation Trust,NHS,October,2023,138,0,0,0.0%
Y56,London Commissioning Region,RAP,North Middlesex University Hospital NHS Trust,NHS,October,2023,878,2,0,0.2%
Y56,London Commissioning Region,RAL,Royal Free London NHS Foundation Trust,NHS,October,2023,"2,550",17,0,0.7%
Y56,London Commissioning Region,RAN,Royal National Orthopaedic Hospital NHS Trust,NHS,October,2023,"1,478",8,1,0.5%
Y56,London Commissioning Region,NT436,Shirley Oaks Hospital,Private,October,2023,18,0,0,0.0%
Y56,London Commissioning Region,NT437,Sloane Hospital,Private,October,2023,8,0,0,0.0%
Y56,London Commissioning Region,NT314,Spire London East,Private,October,2023,186,0,0,0.0%
Y56,London Commissioning Region,NT3X3,Spire St Anthony's Hospital,Private,October,2023,88,57,55,64.8%
Y56,London Commissioning Region,RJ7,St George's University Hospitals NHS Foundation Trust,NHS,October,2023,"1,594",0,0,0.0%
Y56,London Commissioning Region,RAS,The Hillingdon Hospitals NHS Foundation Trust,NHS,October,2023,985,18,3,1.8%
Y56,London Commissioning Region,RPY,The Royal Marsden NHS Foundation Trust,NHS,October,2023,185,2,0,1.1%
Y56,London Commissioning Region,RRV,University College London Hospitals NHS Foundation Trust,NHS,October,2023,"3,951",515,34,13.0%
Y56,London Commissioning Region,RKE,Whittington Health NHS Trust,NHS,October,2023,"1,149",86,0,7.5%
Y58,South West Commissioning Region,NT402,Bath Clinic,Private,October,2023,13,0,0,0.0%
Y58,South West Commissioning Region,AC7,Cobalt Health,Private,October,2023,120,0,0,0.0%
Y58,South West Commissioning Region,RBD,Dorset County Hospital NHS Foundation Trust,NHS,October,2023,186,6,1,3.2%
Y58,South West Commissioning Region,NVC04,Duchy Hospital,Private,October,2023,1,0,0,0.0%
Y58,South West Commissioning Region,RTE,Gloucestershire Hospitals NHS Foundation Trust,NHS,October,2023,899,0,0,0.0%
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,NHS,October,2023,"1,183",324,73,27.4%
Y58,South West Commissioning Region,NT419,Harbour Hospital,Private,October,2023,0,0,0,0.0%
Y58,South West Commissioning Region,NVC08,Mount Stuart Hospital,Private,October,2023,0,0,0,0.0%
Y58,South West Commissioning Region,NVC09,New Hall Hospital,Private,October,2023,5,0,0,0.0%
